code;libelle;etat;insee_commune;nom_commune;mo_raison_sociale;x;y;precision_coord;categorie;puissance_maximum;productible_moyen;debit;coef_energetique;nb_turbines;type_turbine;titre;date_echeance_titre;hauteur_de_chute
24157002;Mauriac;EXPL;24157;Douzillac;A3H;498011.88;6446463.48;0;Ouvrage fonctionnant au fil de l'eau;0.100000001490116;314407;;;;;;;1.79999995231628
24180001;Moulin de Feuillas;HORS;87060;Dournazac;EURL TURBINES DU MOULIN DE FEUYAS;539783;6503391;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;;;7
24196001;MARVIT;EXPL;24196;Génis;ENERGIE HYDRO 2016;555016.6;6471194;0;Ouvrage fonctionnant au fil de l'eau;0.252000004053116;1500000;2;;2;Kaplan horizont. & bulbe à pâles mobiles;Autorisée;1999-12-31;7.34999990463257
24196002;MOULIN DU PONT;EXPL;24196;Génis;ENERGIE HYDRO 2016;555116.7;6472085.5;0;Ouvrage fonctionnant au fil de l'eau;0.263999998569489;270960;7.55000019073486;;1;Kaplan;Autorisée;2039-12-31;3.8199999332428
24218001;Centrale Le Moulin;EXPL;24218;Jumilhac-le-Grand;ONERGIE;548336;6490244;0;Ouvrage fonctionnant au fil de l'eau;0.239999994635582;590381;;;;;Autorisée;;5.59999990463257
24264001;COLY GAILLARD;EXPL;24264;Ménesplet;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;469871.7;6439269.88;0;Ouvrage fonctionnant au fil de l'eau;0.259999990463257;1265655;12.1999998092651;;2;Kaplan;Concédée (autorisable);2046-12-31;2.79999995231628
24264002;Centrale de Ménesplet;EXPL;24264;Ménesplet;SARL DU MOULIN DE MENESPLET;472817.16;6439520.5;0;Ouvrage fonctionnant au fil de l'eau;0.5;1674597;;;;;;;1.70000004768372
24294001;MARCILLAC;EXPL;24294;Montpon-Ménestérol;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;474255.51;6440175.64;0;Ouvrage fonctionnant au fil de l'eau;0.0750000029802322;1030525;4.80000019073486;;5;Kaplan horizont. & bulbe à pâles mobiles;Concédée (autorisable);2046-12-31;2.25
24294002;Centrale des Moulineaux;EXPL;24294;Montpon-Ménestérol;S.N.C. HYDRO FLUIDES;475700.89;6439030.25;0;Ouvrage fonctionnant au fil de l'eau;;1203990;;;;;;;2
24297001;Barrage de Moulin Neuf;EXPL;24297;Moulin-Neuf;COREX BOARD ATLANTIC;466913.4;6440153.81;0;Ouvrage fonctionnant au fil de l'eau;0.314999997615814;;;;;;;;1.78999996185303
24309001;Centrale de Neuvic;EXPL;24309;Neuvic;ENERGETIC;500594.7;6448605.23;0;Ouvrage fonctionnant au fil de l'eau;;1032669;;;;;;;1.79999995231628
24322001;Usine hydroélectrique allée du port (Périgueux);EXPL;24322;Périgueux;ARCELOR MITTAL WIRE FRANCE;519565.72;6456437.5;0;Ouvrage fonctionnant au fil de l'eau;0.230000004172325;809296;14.3000001907349;;2;;Autorisée;2026-11-14;2.3199999332428
24322002;Moulin de Saltgourde;EXPL;24322;Périgueux;PRODUCTION AUTONOME D'ENERGIE ELECTRIQUE;517574.93;6457333.38;0;Ouvrage fonctionnant au fil de l'eau;;608308;;;;;;;1.79999995231628
24350001;Centrale du Moulin (Charente);EXPL;16026;Balzac;S.A.R.L. HYDRO ENERGIE MUYLE FRANCE;476287.5;6517241.5;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;Autorisée;1990-05-28;1.03999996185303
24350002;Les Moulineaux;EXPL;24350;Razac-sur-l'Isle;S.A.R.L. HYDRO ENERGIE MUYLE FRANCE;512380;6455805;0;Ouvrage fonctionnant au fil de l'eau;;850062;;;;;;;1.78999996185303
24372001;St ASTIER;EXPL;24372;Saint-Astier;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;505942.31;6452771.44;0;Ouvrage fonctionnant au fil de l'eau;0.236000001430511;748119;10;;1;Kaplan;Concédée (autorisable);2046-12-31;3.15000009536743
24372002;Microcentrale La Massoulie;EXPL;24442;Saint-Léon-sur-l'Isle;HYDROTEC SERVICES;505838.72;6450584;0;Ouvrage fonctionnant au fil de l'eau;;456513;;;;;Autorisée;;1.79999995231628
24376001;Le Moulin de St Aulaye;EXPL;24376;Saint Aulaye-Puymangou;COMMUNE DE ST AULAYE PUYMANGOU;475156.4;6460474;0;Ouvrage fonctionnant au fil de l'eau;;457282;;;;;;;2
24382001;TUILIERES;EXPL;24382;Saint-Capraise-de-Lalinde;ELECTRICITE DE FRANCE;513076.19;6419032.24;0;Ouvrage fonctionnant au fil de l'eau;32;91681736;420;"0,024000";8;Kaplan;Concédée;2000-12-31;12.3999996185303
24436001;CHANDEAU DU MAINE;EXPL;24436;Saint-Laurent-des-Hommes;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;487288.13;6441349.17;0;Ouvrage fonctionnant au fil de l'eau;0.218999996781349;1240150;10.5;;2;Kaplan;Concédée (autorisable);2046-12-31;2.79999995231628
24436002;Moulin de Benevent;HORS;24436;Saint-Laurent-des-Hommes;MINOTERIE CHAMBON FRERES;483668.16;6439810.5;0;Ouvrage fonctionnant au fil de l'eau;;546198;;;;;;;2.09999990463257
24442001;Moulin Brule;EXPL;24442;Saint-Léon-sur-l'Isle;SAINT LEON S.A.R.L.;502920.72;6448456.5;0;Ouvrage fonctionnant au fil de l'eau;;407856;;;;;;;1.60000002384186
24449001;Centrale de Duellas;EXPL;24449;Saint-Martial-d'Artenset;ARTESOL HYDRAU;481534.06;6440562.5;0;Ouvrage fonctionnant au fil de l'eau;;881102;;;;;;;2
24449002;Centrale de Vignerie;EXPL;24294;Montpon-Ménestérol;L'ECLUSE DE LA VIGNERIE;478784.53;6440718.5;0;Ouvrage fonctionnant au fil de l'eau;;968048;;;;;;;1.92999994754791
24462001;St MARTIN l'ASTIER;EXPL;24462;Saint-Médard-de-Mussidan;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;489454.9;6442380.42;0;Ouvrage fonctionnant au fil de l'eau;0.197999998927116;827739;10.5;;2;Kaplan;Concédée (autorisable);1997-12-31;2.5
24462002;Usine Longua;HORS;24462;Saint-Médard-de-Mussidan;PETIT MICHEL;491344.16;6441806;0;;;;;;;;;;1.5
24475001;Moulin de Marqueyssac;EXPL;24147;Cubjac-Auvézère-Val d'Ans;OPLUS ENERGIE;542541.75;6462076;0;Ouvrage fonctionnant au fil de l'eau;0.119999997317791;151467;;;;;Autorisée;;2
24481001;Moulin du Breuilh;EXPL;24481;Saint-Paul-la-Roche;SOCIETE CIVILE IMMOBILIERE DU MOULIN DU BREUIL;544366.56;6486321;0;Ouvrage fonctionnant au fil de l'eau;0.349999994039536;221454;;;;;;;4.19999980926514
24543001;COLY LAMELETTE;EXPL;24543;Sourzac;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;495045.6;6444125.8;0;Ouvrage fonctionnant au fil de l'eau;0.162000000476837;708144;10;;2;Kaplan;Concédée (autorisable);2046-12-31;2.20000004768372
24543002;LA CAILLADE (LA CAILLETTE);EXPL;24543;Sourzac;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;494361.88;6442594.41;0;Ouvrage fonctionnant au fil de l'eau;0.104000002145767;848762;5;;4;Kaplan horizont. & bulbe à pâles mobiles;Concédée (autorisable);2046-12-31;2.79999995231628
24543003;Centrale de Gabillou;EXPL;24543;Sourzac;JARMENIL H.E;493508.25;6441167;0;Ouvrage fonctionnant au fil de l'eau;;1270072;;;;;;;2
24547001;Moulin des Escures;EXPL;24547;Terrasson-Lavilledieu;FORCES HYDROLIQ;570380.6;6449873.5;0;Ouvrage fonctionnant au fil de l'eau;0.790000021457672;2388197;33;;3;Kaplan;Fondée en titre;;2.44000005722046
24547002;Moulin de Losse;EXPL;24547;Terrasson-Lavilledieu;ECEBA;565780.44;6449003.5;0;Ouvrage fonctionnant au fil de l'eau;;1848440;;;;;;;2.95000004768372
24557001;Centrale de Barnabe-Trélissac;EXPL;24557;Trélissac;LES BERGES DE BARNABE;522506;6456827;0;Ouvrage fonctionnant au fil de l'eau;0.400000005960464;997425;;;;;Autorisée;;1
30139001;VILLEMAGNE;EXPL;30139;Lanuéjols;SOC HYDRAULIQUE ETUDES MISSIONS ASSIST;734382.87;6334528.16;0;Ouvrage fonctionnant au fil de l'eau;0.730000019073486;2171966;0.5;;1;Pelton;;2009-12-31;160.789993286133
31017001;ARLOS;EXPL;31017;Arlos;ELECTRICITE DE FRANCE;512905.77;6201272.02;0;Ouvrage fonctionnant par éclusées;5.30000019073486;17329668;34;"0,043000";2;Kaplan;Concédée;2045-12-31;19.2000007629395
31017002;Usine d'Arlos;EXPL;31017;Arlos;BOURGEOIS;512236;6202548;0;Ouvrage fonctionnant au fil de l'eau;0.0549999997019768;200000;1.39999997615814;;;;Fondée en titre;;4
31033001;Moulin de la Ville et du Ramier;EXPL;31033;Auterive;SOCIETE RATIE CLAMAGIRAND;576331.2;6251545;0;Ouvrage fonctionnant au fil de l'eau;2;;;;;;;;4.5
31033002;Moulin du Ramier;EXPL;31033;Auterive;SOCIETE RATIE CLAMAGIRAND;576401.8;6251284.5;0;Ouvrage fonctionnant au fil de l'eau;0.725000023841858;2350000;20;;2;Kaplan;;;3.70000004768372
31042001;MOUSQUERES;EXPL;31042;Bagnères-de-Luchon;ELECTRICITE DE FRANCE;501836.26;6191244.08;0;Ouvrage fonctionnant au fil de l'eau;3;15318278;3.59999990463257;"0,230000";3;Francis;Concédée (autorisable);2003-12-31;111.599998474121
31042002;PIQUE SUPERIEURE;EXPL;31042;Bagnères-de-Luchon;ELECTRICITE DE FRANCE;504082.91;6185770.03;0;Ouvrage fonctionnant au fil de l'eau;10.8000001907349;34813332;6.5;"0,494000";1;Francis double;Concédée;1998-12-31;219.899993896484
31042003;PIQUE INFERIEURE;EXPL;31042;Bagnères-de-Luchon;ELECTRICITE DE FRANCE;503668.21;6188939.45;0;Ouvrage fonctionnant au fil de l'eau;7.19999980926514;31294168;6.09999990463257;"0,330000";1;Francis double;Concédée;1998-12-31;167.199996948242
31042004;LAC D'OO;EXPL;31042;Bagnères-de-Luchon;ELECTRICITE DE FRANCE;502048.77;6191206.98;0;Ouvrage de type Lac;30;56568832;5;"1,800000";3;Pelton;Concédée;1998-12-31;802
31066001;Bessieres (Rive droite);EXPL;31066;Bessières;ECEBA;588501.56;6301171;0;Ouvrage fonctionnant au fil de l'eau;3.67899990081787;6735590;125;;2;Kaplan;Concédée;2038-12-31;3.29999995231628
31066002;Bessieres (Rive Gauche);EXPL;31066;Bessières;ECEBA;588464.8;6301043;0;Ouvrage fonctionnant au fil de l'eau;0.735000014305115;2092587;25;;2;Francis;;;3.79999995231628
31107001;CARBONNE;EXPL;31107;Carbonne;ELECTRICITE DE FRANCE;555238.77;6244932.62;0;Ouvrage fonctionnant au fil de l'eau;26.3999996185303;92879944;150;"0,041000";3;Francis;Concédée;2044-12-31;20
31107002;CARBONNE (Groupe de restitution Mancies);EXPL;31107;Carbonne;ELECTRICITE DE FRANCE;554187.56;6244269;0;Ouvrage fonctionnant au fil de l'eau;0.400000005960464;2804222;;;;;;;18.5
31107003;Usine de Carbonne;EXPL;31107;Carbonne;SARL CENTRALE DE CARBONNE;556089.94;6245544.5;0;Ouvrage fonctionnant au fil de l'eau;0.509999990463257;1291677;;;;;Autorisée;2037-01-19;5.53999996185303
31107004;CARBONNE (PASSE A POISSON) ;EXPL;31107;Carbonne;ELECTRICITE DE FRANCE;555271;6244986;0;Ouvrage fonctionnant au fil de l'eau;0.395000010728836;0;3;;1;Kaplan;Autorisée;;16.3500003814697
31110001;Centrale de Cassagne;EXPL;31110;Cassagne;S.N.C. LES CENTRALES ASSOCIEES;535373.2;6228309.6;0;Ouvrage fonctionnant au fil de l'eau;1;4114490;;;;;;;3.5
31123001;PORTILLON Basse Chute;EXPL;31123;Castillon-de-Larboust;ELECTRICITE DE FRANCE;499373;6184522;0;Ouvrage de type Lac;40;22200332;4.59999990463257;"2,405000";1;Pelton;Concédée;2018-12-31;1119.5
31123002;PORTILLON Haute Chute;EXPL;31123;Castillon-de-Larboust;ELECTRICITE DE FRANCE;499332.16;6184534.5;0;Ouvrage de type Lac;55;43777388;5;"3,084000";1;Pelton;Concédée;;1421
31133001;Centrale D'Arruc;EXPL;31133;Cazeaux-de-Larboust;SOC ENERGETIQ CAZAUX LARBOUST;497273.97;6192302.5;0;Ouvrage fonctionnant au fil de l'eau;0.759999990463257;2385068;0.5;;;;Autorisée;2009-01-15;150
31135001;ST JULIEN (Groupe de Restitution);EXPL;31135;Cazères;ELECTRICITE DE FRANCE;547009;6236645;0;Ouvrage fonctionnant au fil de l'eau;0.200000002980232;1650235;;;;;;;11
31144001;CIERP;EXPL;31144;Cierp-Gaud;ELECTRICITE DE FRANCE;506915.7;6204269.78;0;Ouvrage fonctionnant au fil de l'eau;11;45924332;14;"0,212000";2;Francis;Concédée;2024-12-31;100.199996948242
31147001;Camon - Restitution Rodère;EXPL;31147;Clarac;ELECTRICITE DE FRANCE;506536;6224411;0;Ouvrage fonctionnant au fil de l'eau;0.389999985694885;;6.09999990463257;;1;Kaplan;;;6.65000009536743
31177001;CAUBOUS;HORS;31177;Eup;ELECTRICITE DE FRANCE;510527;6205189;0;Ouvrage fonctionnant au fil de l'eau;0.600000023841858;1873667;14;"0,011000";2;Hélice horizontale;Autorisée;1987-05-04;6.80000019073486
31182001;FENOUILLET;EXPL;31182;Fenouillet;MADAME SEVERINE DELLUC;571332.46;6287697.68;0;Ouvrage fonctionnant au fil de l'eau;0.150000005960464;1133302;;;;;;;2.59999990463257
31190001;FOS;EXPL;31190;Fos;ELECTRICITE DE FRANCE;514865.37;6199241.58;0;Ouvrage fonctionnant par éclusées;10.6000003814697;36855500;34;"0,086000";3;Francis;Concédée;2045-12-31;39.4000015258789
31190002;FOS débit réservé turbiné;EXPL;31190;Fos;ELECTRICITE DE FRANCE;515042;6197930;0;Ouvrage fonctionnant au fil de l'eau;0.319999992847443;0;2.17499995231628;;1;Kaplan;Autorisée;;15
31193001;Fousseret centrale Fond de Louge;EXPL;31193;Le Fousseret;SYNDICAT MIXTE DE L'EAU ET DE L'ASSAINISSEMENT DE LA HAUTE-GARONNE;543279;6244240;0;Ouvrage fonctionnant au fil de l'eau;0.879999995231628;;1.89999997615814;;1;VLH (Very Low Head Turbine);Autorisée;;4.71999979019165
31224001;Centrale du Bout du Pont;EXPL;31224;Gourdan-Polignan;PRO-ELEC;502701.29;6223196.16;0;Ouvrage fonctionnant au fil de l'eau;0.497000008821487;1950432;18;;;;Autorisée;2024-04-24;3.03999996185303
31233001;Centrale de Grepiac;EXPL;31233;Grépiac;ARIEGE PRODUCTION;573577.44;6256941;0;Ouvrage fonctionnant au fil de l'eau;2.20000004768372;3704133;56;;;;Autorisée;2026-11-14;4
31246001;Moulin Picheloup 1;EXPL;31246;Labarthe-Inard;HYDRO-SIA;523477.1;6224367;0;Ouvrage fonctionnant au fil de l'eau;0.791999995708466;3088263;15;;;;Fondée en titre;;5.38000011444092
31246002;MOULIN DE PICHELOUP 2;EXPL;31246;Labarthe-Inard;HYDRO-SIA;523490;6224352;0;Ouvrage fonctionnant au fil de l'eau;0.949999988079071;;11.2200002670288;;;;Autorisée et fondée en titre;;5.38000011444092
31247001;CAMON;EXPL;31247;Labarthe-Rivière;ELECTRICITE DE FRANCE;509989;6224617;0;Ouvrage fonctionnant au fil de l'eau;14.1999998092651;52077612;85;"0,045000";3;Francis;Concédée;2008-12-31;25.7000007629395
31253001;Centrale de Labastidette;EXPL;31253;Labastidette;HYDRO-EXPLOITATIONS;556959.41;6262664.36;0;Ouvrage fonctionnant au fil de l'eau;0.814999997615814;4510879;3.20000004768372;;;;Concédée (autorisable);2014-12-31;1
31293001;LESPINASSE;EXPL;31293;Lespinasse;ALTERNATIVE ELECTRIQUE;569968.06;6291248.5;0;Ouvrage fonctionnant au fil de l'eau;0.140000000596046;622880;;;;;;;2.40000009536743
31296001;Centrale hydroélectrique de Lestelle;EXPL;31296;Lestelle-de-Saint-Martory;SOPELEC;529687.25;6225431.5;0;Ouvrage fonctionnant au fil de l'eau;3.0460000038147;10263492;50;;;;Autorisée;2020-02-29;6.21000003814697
31296002;Centrale d'Apas;EXPL;31124;Castillon-de-Saint-Martory;SAS CENTRALE D'APAS;530942.4;6228076.5;0;Ouvrage fonctionnant au fil de l'eau;2.73499989509583;5406094;25;;;;Autorisée et fondée en titre;2022-08-26;6.5
31314001;MANCIOUX;EXPL;31314;Mancioux;ELECTRICITE DE FRANCE;533763;6230869;0;Ouvrage fonctionnant au fil de l'eau;3.20000004768372;7629167;60;"0,016000";4;Francis;Autorisée;1994-10-16;10.8000001907349
31314002;MANCIOUX débit réservé turbiné;EXPL;31457;Roquefort-sur-Garonne;ELECTRICITE DE FRANCE;533562;6230392;0;Ouvrage fonctionnant au fil de l'eau;0.351999998092651;0;7.28999996185303;;1;VLH (Very Low Head Turbine);Autorisée;2042-12-27;4.92000007629395
31316001;Centrale de Peyromale;EXPL;31139;Chaum;BOURGEOIS;508158;6206129;0;Ouvrage fonctionnant au fil de l'eau;0.170000001788139;600000;3.40000009536743;;;;Fondée en titre;;5
31324001;PALAMINY (Groupe de Restitution);EXPL;31324;Martres-Tolosane;ELECTRICITE DE FRANCE;537317;6234001;0;Ouvrage fonctionnant au fil de l'eau;0.400000005960464;2158611;3;;;;;;13.8000001907349
31336001;Centrale de Las Isles;EXPL;31336;Mazères-sur-Salat;S.N.C. LES CENTRALES ASSOCIEES;534587.21;6226785.5;0;Ouvrage fonctionnant au fil de l'eau;0.683000028133392;2295138;24;;2;Kaplan;;;2.59999990463257
31336002;Centrale Sud;EXPL;31336;Mazères-sur-Salat;S.N.C. LES CENTRALES ASSOCIEES;535121;6227884;0;Ouvrage fonctionnant au fil de l'eau;1;4670195;;;;;;;4
31337001;Centrale de Melles;EXPL;31337;Melles;MATHIEU ET COMPAGNIE-SOPELEM;515996.56;6198895.5;0;Ouvrage fonctionnant au fil de l'eau;2.38000011444092;6474470;2;;;;Concédée (autorisable);2045-12-31;173
31344001;GENTILLE;EXPL;31344;Miramont-de-Comminges;ELECTRICITE DE FRANCE;519596.47;6224546;0;Ouvrage fonctionnant au fil de l'eau;6;18435778;60;"0,020000";3;Hélice verticale;Concédée;2048-12-31;10.1999998092651
31344002;Centrale de St Jean;EXPL;31344;Miramont-de-Comminges;REGIE MUNICIPALE D'ELECTRICITE;516253.45;6224616.12;0;Ouvrage fonctionnant au fil de l'eau;0.439999997615814;3014233;;;;;;;3.15000009536743
31349001;Centrale de Mondavezan;EXPL;31349;Mondavezan;HYDRO-EXPLOITATIONS;541877.58;6240302.96;0;Ouvrage fonctionnant au fil de l'eau;;3181319;;;;;;;1
31349002;Centrale de Mondavezan (Sierp);EXPL;31349;Mondavezan;SYNDICAT MIXTE DE L'EAU ET DE L'ASSAINISSEMENT DE LA HAUTE-GARONNE;540869.56;6239659.5;0;Ouvrage fonctionnant au fil de l'eau;;1095900;;;;;;;4.19999980926514
31356001;MONTAIGUT/SAVE;EXPL;31356;Montaigut-sur-Save;PIEDANIEL Didier;557340.03;6289778.75;0;Ouvrage fonctionnant au fil de l'eau;0.0900000035762787;185328;;;;;;;90
31375001;MONTESQUIEU;EXPL;31375;Montesquieu-Volvestre;REGIE MUNICIPALE D'ELECTRICITE;555867.96;6235729.92;0;Ouvrage fonctionnant au fil de l'eau;0.982999980449677;;;;;;;;2.5
31406001;PALAMINY;EXPL;31406;Palaminy;ELECTRICITE DE FRANCE;542422.17;6235806.82;0;Ouvrage fonctionnant par éclusées;34.5999984741211;142125056;130;"0,590000";3;Hélice verticale;Concédée;2036-12-31;32.2000007629395
31426001;POINTIS DE RIVIERE;EXPL;31426;Pointis-de-Rivière;ELECTRICITE DE FRANCE;505386.9;6224176.5;0;Ouvrage fonctionnant au fil de l'eau;6.69999980926514;27909556;70;"0,030000";3;Hélice verticale;Concédée;2020-12-31;17
31426002;Pointis - restitution Ausson;EXPL;31426;Pointis-de-Rivière;ELECTRICITE DE FRANCE;504796;6223790;0;Ouvrage fonctionnant au fil de l'eau;0.300000011920929;;6;;1;Kaplan;;;6.09999990463257
31427001;St SERNIN;EXPL;31427;Pointis-Inard;ELECTRICITE DE FRANCE;521731.25;6224394;0;Ouvrage fonctionnant au fil de l'eau;5.76999998092651;18053222;60;"0,020000";3;Hélice verticale;Concédée;2048-12-31;9.80000019073486
31427002;Centrale des Papeteries du Vicomte;EXPL;31427;Pointis-Inard;SOCIETE ELECTRIQUE DE POINTIS INARD;522301.85;6224725.27;0;Ouvrage fonctionnant au fil de l'eau;1.20000004768372;4077428;;;;;;;3.19000005722046
31457001;Centrale de Lasmartres;EXPL;31457;Roquefort-sur-Garonne;S.N.C. LES CENTRALES ASSOCIEES;535482.65;6229105.22;0;Ouvrage fonctionnant au fil de l'eau;0.587999999523163;2131597;20;;2;Francis;Autorisée;;3
31470001;Centrale de St Aventin;EXPL;31470;Saint-Aventin;STE HYDRO-ELECTRIQUE DE ST AVENTIN;500262.1;6192429.5;0;Ouvrage fonctionnant au fil de l'eau;2;3757664;2.40000009536743;;1;Francis;Autorisée;;87.1699981689453
31471001;Centrale de Ladivert;EXPL;31471;Saint-Béat-Lez;ARRAGO CATHERINE MONIQUE;511427;6203505;0;Ouvrage fonctionnant au fil de l'eau;0.600000023841858;3208348;11;;;;Fondée en titre;1994-10-16;5
31492001;St JULIEN;EXPL;31492;Saint-Julien-sur-Garonne;ELECTRICITE DE FRANCE;549804.42;6239396.73;0;Ouvrage fonctionnant au fil de l'eau;26.2000007629395;108349176;140;"0,047000";3;Hélice verticale;Concédée;2041-12-31;22.2000007629395
31503001;Centrale Du Foulon;EXPL;31503;Saint-Martory;ELECTRICITE BERGES;532250.25;6229142;0;Ouvrage fonctionnant au fil de l'eau;0.439999997615814;2066724;;;;;;;3.70000004768372
31503002;Centrale des Ets Barthier;HORS;31503;Saint-Martory;NOUVELLES PAPETERIES BARTHIER;531856.5;6229247.5;0;;0.200000002980232;780264;;;;;;;3.70000004768372
31515001;Moulin d'Embalens;EXPL;31515;Saint-Rustice;IDRAC RACCA GISELE AIMEE PIERRETTE;565503;6301297;0;Ouvrage fonctionnant au fil de l'eau;0.125;490860;4.90000009536743;"0,005000";1;Kaplan;Autorisée;;2.57999992370605
31523001;Menges;EXPL;31523;Salies-du-Salat;SHM SOC HYDROELECTRIQUE MENGES;534205.25;6225618;0;Ouvrage fonctionnant au fil de l'eau;;1788008;;;;;;;3.5
31523002;Usine A Sel;EXPL;31523;Salies-du-Salat;GRES-GRONCHI S.E.E.C.E.;534315.7;6224419.5;0;Ouvrage fonctionnant au fil de l'eau;5.05000019073486;15840232;;;2;;Concédée;;12.6499996185303
31524001;Centrale des Sept Molles;EXPL;31244;Juzet-de-Luchon;GARCES JEAN-CLAUDE;503956.32;6193859.9;0;Ouvrage fonctionnant au fil de l'eau;0.25;1080879;;;;;;;230
31554001;Centrale de Touille;EXPL;31554;Touille;SOCIETE PHILIPPE ET FILS;534598.7;6221981.6;0;Ouvrage fonctionnant au fil de l'eau;1.29999995231628;6484602;30;;;;Autorisée;2022-12-22;7
31555001;BAZACLE;EXPL;31555;Toulouse;ELECTRICITE DE FRANCE;573336.53;6279616.51;0;Ouvrage fonctionnant au fil de l'eau;3.09999990463257;11489125;87;"0,009000";7;Francis;Fondée en titre;;6.90000009536743
31555002;Centrale du Martinet;EXPL;31555;Toulouse;SEUM;573331;6279305;0;Ouvrage fonctionnant au fil de l'eau;;2448691;;;;;Autorisée;;4.5
31555003;Centrale du Ramier (SNPE);HORS;31555;Toulouse;REGIE MUNICIPALE D'ELECTRICITE;573917.77;6278180.99;0;;;;;;;;;;3.79999995231628
31555004;Centrale du Ramier du Chateau;EXPL;31555;Toulouse;REGIE MUNICIPALE D'ELECTRICITE;573894.2;6278128;0;Ouvrage fonctionnant au fil de l'eau;4.5;22794224;;;;;Concédée;2047-12-31;4.30000019073486
31555005;La Cavaletade;EXPL;31555;Toulouse;REGIE MUNICIPALE D'ELECTRICITE;573744;6274450;0;Ouvrage fonctionnant au fil de l'eau;1.2389999628067;;30;;;;Concédée;2047-12-31;4.36999988555908
31565001;VALENTINE;EXPL;31565;Valentine;ELECTRICITE DE FRANCE;512703;6224670;0;Ouvrage fonctionnant au fil de l'eau;8;28790876;85;"0,027000";3;Hélice verticale;Concédée;2008-12-31;14.5
31584001;Centrale de Villemur;EXPL;31584;Villemur-sur-Tarn;CHICCO12;579685.8;6308229.5;0;Ouvrage fonctionnant au fil de l'eau;1.53999996185303;4853058;55;;5;;Autorisée;2019-10-31;2.45000004768372
32019001;Moulin neuf (32);HORS;32019;Auterive;EYCHENNE ALAIN;507685.2;6279021;0;Ouvrage fonctionnant au fil de l'eau;0.0520000010728836;;;;;;;;
32029001;Centrale de Mazeres;EXPL;32029;Barran;SPEM;490037.75;6286225.63;0;Ouvrage fonctionnant au fil de l'eau;;665154;;;;;;;3.40000009536743
32035001;Centrale de La Tourraque;EXPL;32035;Beaucaire;VBHYDRO;489428.7;6309247.5;0;Ouvrage fonctionnant au fil de l'eau;;572036;;;;;;;3.29999995231628
32035002;Moulin de Beaucaire;EXPL;32035;Beaucaire;BLANCAFORT RAYMOND LOUIS ROBERT;490053.62;6307521.5;0;Ouvrage fonctionnant au fil de l'eau;0.219999998807907;497987;;;;;;;3
32059001;Centrale du Comte;EXPL;32402;Saint-Paul-de-Baïse;DES DEUX TOURS;489342;6299945;0;Ouvrage fonctionnant au fil de l'eau;0.280000001192093;558736;;;;;;;4
32061001;Moulin de Boulaur;HORS;32061;Boulaur;BEYRIA MARC;519370.25;6274971;5;;;;;;;;;;
32065001;Moulin de Laubadère;EXPL;32065;Le Brouilh-Monbert;BLANCAFORT RENE XAVIER EDMOND;490412.75;6288916.5;0;Ouvrage fonctionnant au fil de l'eau;0.219999998807907;445345;;;;;;;3.59999990463257
32107001;Moulin d'Autièges;EXPL;32107;Condom;MOULIN D'AUTIEGES;488044.47;6326666.5;0;Ouvrage fonctionnant au fil de l'eau;0.0949999988079071;359540;;;;;;;2.40000009536743
32107002;Centrale de Beauregard;EXPL;32107;Condom;SOL'AIR ELECTRIC;488778;6324719;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;;;
32107003;Grand Moulin de Barlet;EXPL;32107;Condom;EUROPEAN INDUSTRY AND SCE INVESTMENT;488860;6321405;0;Ouvrage fonctionnant au fil de l'eau;0.250999987125397;;9.67000007629395;;1;;Autorisée et fondée en titre;2044-12-08;2.65000009536743
32159001;Usine de L'Isle de Noé;EXPL;32159;L'Isle-de-Noé;BLANCAFORT GILBERT;490904.16;6279884.5;0;Ouvrage fonctionnant au fil de l'eau;0.187999993562698;650040;;;;;;;3.5
32161001;Centrale de Bartheres;EXPL;32161;Izotges;SOCIETE HYDROELECTRIQUE D'IZOTGES;455681;6289148;0;Ouvrage fonctionnant au fil de l'eau;0.870000004768372;1172616;25;;;;;;3.53999996185303
32169001;Moulin de Labarthe;EXPL;32169;Labarthe;PIQUEMAL JACQUES;504804.72;6266819.39;0;Ouvrage fonctionnant au fil de l'eau;0.0729999989271164;359858;;;;;;;
32234001;Centrale de Marestaing;HORS;32234;Marestaing;S.I.A.E.P. DE LA REGION DE MONFERRAN-SAVES ET COLOGNE;540509.3;6277525.5;0;;;;;;;;;;3
32256001;Moulin du Régis;EXPL;32256;Mirande;COMPAGNIE ELECTRIQUE DES PYRENEES;490532.49;6272354.34;0;Ouvrage fonctionnant au fil de l'eau;0.137999996542931;398957;;;;;;;
32283001;Moulin de Montégut sur Arros;EXPL;32283;Montégut-Arros;SCI DE L'EAU DE L'ARROS;473823;6258774;0;Ouvrage fonctionnant au fil de l'eau;;;;;;;Fondée en titre;;2.07999992370605
